정류소명,정류소아이디
갑곶돈대입구,169000726
청소년수련관,169000078
용진주택,169000084
용진주택,169000085
청소년수련관,169000079
갑곶돈대입구,169000367
갑곶돈대.강화전쟁박물관,169000728
더리미장어마을,169000680
더리미경로당,169000731
더리미미술관,169000961
도감말,169000733
신정1리마을회관,169000737
포도밭,169000940
신지동마을회관,169000740
선원사,169000742
선원사초입,169000307
대문촌마을,169001059
지산리입구,169000751
선원면사무소앞,169001067
산림조합앞,169001235
강화산성서문,169000081
강화고등학교,169000564
덕신고등학교(강화읍교회),169001228
국화맨션,169000359
저수지휴게소,169000567
낚시터매점,169000356
청련사입구,169000766
선행리입구,169000908
시리미,169000330
중독고개,169000936
황련사입구,169000328
양달마을,169000910
충렬사,169000629
남산리,169000628
명진부페,169000632
남산유스호스텔,169000985
장애인종합복지관,169000627
보건소,169000626
보건소,169000318
장애인종합복지관,169000320
남산유스호스텔,169000982
명진부페,169000323
남산리,169000324
충렬사,169000326
양달마을,169000911
황련사입구,169000630
중곡고개,169000935
시리미,169000631
선행리입구,169000909
청련사입구,169000841
낚시터매점,169000840
저수지휴게소,169000763
국화맨션,169000566
덕신고등학교(강화읍교회),169001229
강화고등학교,169000761
강화산성서문,169000080
창리,169000902
송림빌라,169000775
마을회관,169000773
이촌,169000312
고시기(가재골),169001126
환경공단강화사업소,169001109
신정삼거리,169001111
신당촌,169001114
신정삼거리,169001112
환경공단강화사업소,169001110
고시기(가재골),169000770
이촌,169000768
마을회관,169000314
송림빌라,169000316
창리,169000903
영골,169000955
연리입구,169000614
큰말,169000938
양골,169000989
금월리종점,169000777
양골,169000987
큰말,169000937
연리입구,169000267
영골,169000954
진고개(5연대입구),169000794
고인돌체육관앞,169001045
송해교회,169000769
송해삼거리,169000819
전원미술관앞,169000810
오류내,169000389
파라다이스공원,169000828
부근삼거리,169000652
하점공단,169000448
강화역사박물관(고인돌),169000670
하점우체국,169000838
각곡,169000602
하점초등학교,169000739
하점면사무소,169000834
곡촌,169000816
신봉이발관,169000786
신촌,169000753
검문소,169000812
국회연수원입구,169000920
푸른초장,169001052
송산삼거리,169000611
전들,169000835
석산,169000375
인화성입구,169001063
신골입구,169000998
봉소리마을회관,169001001
홍현마을,169001003
상용진료소앞,169001004
고구1리입구,169001007
고구저수지,169001008
예비군교육장입구,169001011
고구촌,169001012
고구2리마을회관입구,169001014
고산마을입구,169001016
면사무소입구,169001018
소방대앞,169001022
교동중고후문,169001024
대룡2리마을회관앞,169001026
장성마루,169001028
남산포입구,169001030
읍내리마을회관입구,169001032
화개사입구,169001034
농기계은행앞,169001036
상용리마을회관,169001038
월선포,169001040
월선포,169001041
상용리마을회관,169001039
농기계은행앞,169001037
화개사입구,169001035
읍내리마을회관입구,169001033
남산포입구,169001031
장성마루,169001029
대룡2리마을회관앞,169001027
교동중고후문,169001025
소방대앞,169001023
면사무소입구,169001019
고산마을입구,169001017
고구2리마을회관입구,169001015
고구촌,169001013
예비군교육장입구,169001010
고구저수지,169001009
고구1리입구,169001006
상용진료소앞,169001005
홍현마을,169001002
봉소리마을회관,169001000
신골입구,169000999
인화성입구,169001064
석산,169000833
전들,169000477
송산삼거리,169000480
푸른초장,169001053
국회연수원입구,169000919
검문소,169001042
신촌,169000459
신봉이발관,169000458
곡촌,169000457
하점면사무소,169000738
하점초등학교,169000836
각곡,169000772
하점우체국,169000817
강화역사박물관(고인돌),169000601
하점공단,169000755
부근삼거리,169000586
파라다이스공원,169000391
오류내,169000757
전원미술관앞,169000387
송해삼거리,169000386
송해교회,169000384
고인돌체육관앞,169001046
진고개(5연대입구),169000380
강화여자중학교,169001334
강화아시아드BMX경기장,169000799
송해면사무소,169000708
송해초등학교,169000807
호박골사거리,169000706
숭뢰2리,169000421
임송촌,169000802
우뢰촌,169000792
곡촌,169000789
교회앞,169000818
신촌,169000800
부대앞,169000787
호박골,169000784
호박골사거리,169000124
송곡촌,169000815
홍의삼거리,169000613
홍의사거리,169000798
샘말,169000782
서홍의입구,169000796
고인돌체육관(태권도경기장),169000383
서홍의입구,169000446
샘말,169000444
홍의사거리,169000813
홍의삼거리,169000441
송곡촌,169000439
호박골사거리,169000123
호박골,169000437
부대앞,169000435
신촌,169000432
교회앞,169000430
곡촌,169000427
우뢰촌,169000425
임송촌,169000423
숭뢰2리,169000704
호박골사거리,169000804
송해초등학교,169000820
구면사무소,169000823
송해면사무소,169000809
왕리물,169001098
강화산단입구,169001096
대월초등학교,169001094
청송부락,169001092
신당리동촌부락,169001091
신당리마을회관,169001087
솔정1리마을회관,169001085
솔정마을,169001108
박물관앞,169000668
양오저수지입구,169001100
양오리저수지마을,169001102
풍류산,169001129
관곡마을,169001104
부대아래,169001106
부대아래,169001107
관곡마을,169001105
풍류산,169001130
양오리저수지마을,169001103
양오저수지입구,169001101
박물관앞,169000698
솔정마을,169000811
솔정1리마을회관,169001086
신당리마을회관,169001088
신당리동촌부락,169001090
청송부락,169001093
대월초등학교,169001095
강화산단입구,169001097
왕리물,169001099
석조여래입상앞,169000663
도간마을,169000664
장정2리마을회관,169000665
인천대검도수련원,169000456
김지곡,169000455
양오1리마을회관,169000454
양오2리경로당,169000453
양오2리앞,169001049
모름말,169001311
모름말,169001255
양오2리경로당,169000625
양오1리마을회관,169000666
김지곡,169000831
인천대검도수련원,169000695
장정2리마을회관,169000693
도간마을,169000612
석조여래입상앞,169000692
화문석문화관,169000452
자연사박물관,169000667
자연사박물관,169000451
화문석문화관,169000697
하도리입구,169000826
당산리검문소,169000752
당산리,169000450
당산종점,169000669
덕하교앞,169000449
철산리검문소,169000957
새마을,169000471
덕화3리입구,169000729
덕화3리마을회관,169000609
덕화3리입구,169000469
덕화2리마을회관,169000924
덕화2리,169000730
명보주택앞,169000979
강화수양관앞,169000732
양사초등학교,169000734
양사우체국,169000736
고향산천,169000464
상덕현삼거리,169000767
덕고개삼거리,169000750
양사면사무소,169000501
양사파출소,169000722
덕응,169000983
응곡,169000696
교산리입구,169000694
묵골,169000684
교산교회,169000719
다리목,169000845
교산상회앞,169000715
신포입구,169000842
윗말,169000839
서사체험학습장,169000712
짓절미,169000713
송산,169000710
송산교회,169000956
잔솔밭,169000944
잔솔밭,169000943
인화1리마을회관,169001210
매제미고개,169000837
인화리종점,169000473
인화리종점,169000945
신봉삼거리,169000127
매제미고개,169000988
인화1리마을회관,169001211
송산,169000482
짓절미,169000485
서사체험학습장,169000487
윗말,169000488
신포입구,169000491
교산상회앞,169000494
다리목,169000717
교산교회,169000496
묵골,169000498
교산리입구,169000748
응곡,169000749
덕응,169000986
덕음,169000657
양사면사무소,169000658
덕고개삼거리,169000723
상덕현삼거리,169000462
고향산천,169000610
양사우체국,169000465
양사초등학교,169000466
강화수양관앞,169000467
명보주택앞,169000984
덕화2리,169000468
덕화2리마을회관,169000923
새마을,169000702
철산리검문소,169000958
덕하교앞,169000727
당산종점,169000725
당산리,169000700
당산리검문소,169000699
철산리입구,169000741
철곶,169000653
평화전망대,169000743
제적봉입구,169000654
요곡,169000655
북성교회,169000744
외뜰,169000745
구북성초교,169000656
생설미입구,169000608
생설미,169000746
생설미입구,169000125
목장앞,169000688
마미,169000747
신봉삼거리,169000814
신봉삼거리,169000463
마미,169000765
목장앞,169000503
생설미입구,169000607
구북성초교,169000506
외뜰,169000687
북성교회,169000764
요곡,169000762
제적봉앞마을,169001061
제적봉입구,169000686
평화전망대,169000760
철곶,169000759
철산리입구,169000685
제적봉앞마을,169001060
두운1리마을회관앞,169001047
불은초등학교,169000530
고능리입구,169000291
장안마을,169000855
장안촌동쪽,169000933
능촌입구,169000560
능촌삼거리,169001370
고능2리능촌마을회관,169001371
고능2리 종점,169001372
경전말,169000934
장안마을,169000133
고능리입구,169000534
불은초등학교,169000293
두운1리마을회관앞,169001048
로얄호텔,169000542
길상교회,169000701
동들머리,169000885
동주농장,169000349
행자골,169000350
이건창생가,169000434
대사마을,169000947
함허동천,169000352
정수사입구,169000436
산애들애,169000143
분오저수지,169000493
넘말,169000438
분오리어판장,169000495
동막해변,169000408
갯벌슈퍼,169000410
하얀집민박,169000497
동막교회,169000499
해오름민박,169000442
장전,169000500
소장전,169000996
흥왕상회,169000502
마니산상회,169000443
간촌,169000504
흥왕2리마을회관 앞,169000122
장안,169000418
흥왕리,169001074
미루지,169000420
돈대모루,169000422
신광주유소,169000524
샛말,169000994
여차리,169000424
여차리회관,169000525
새꾸지마을,169001133
해넘이마을,169001135
장화교회앞,169000539
큰말,169000949
장화리학생수련원,169000474
버드러지,169000476
장곶횟집,169000118
장곶돈대,169000931
진광횟집앞,169000507
선수여객선착장,169000429
후포항입구,169000481
선수,169000483
대촌,169000393
내리교회,169000543
덕골,169000399
덕골,169000397
내리교회,169000395
대촌,169000545
내리쉼터,169000972
하일부락입구,169000967
해망,169001353
건평리,169000187
장지포,169001239
외포리,169000556
소게,169000243
외주,169000181
외포리정미소,169000240
누촌,169000360
야곡,169000236
황골,169000993
서성,169000362
느티나무,169000232
능미,169000921
양왕마을,169000927
서문안,169000584
서문안주유소,169000965
농도원,169000355
메제미,169000302
돌성,169000587
구렁목,169000950
울레기,169000548
옥금말,169000952
검문소,169001043
하점순복음교회,169001223
이강리방앗간,169000832
이현(이강리교회),169000661
강서중학교,169000660
성경,169000771
모현,169000659
창후리입구,169000830
신삼리입구,169000801
망월입구,169000790
다운1리,169000582
다운,169000822
산화고개,169000388
고상골,169000269
농어촌공사앞,169000489
오상입구,169000390
고려저수지입구,169000249
내가초등학교,169000554
내가면사무소(사무소),169000907
내가시장,169000392
삼량중고등학교,169000381
외포고개,169000366
외포리소공원,169001128
외포리소공원,169001127
외포고개,169000244
삼량중고등학교,169000246
내가시장,169000484
내가면사무소(맞은편),169000906
내가초등학교,169000368
고려저수지입구,169000486
오상입구,169000565
농어촌공사앞,169000268
고상골,169000382
산화고개,169000271
다운,169000605
다운1리,169000821
망월입구,169000576
신삼리입구,169000606
창후리입구,169000604
모현,169000689
성경,169000603
강서중학교,169000898
이현(이강리교회),169000690
이강리방앗간,169000691
하점순복음교회,169001222
검문소,169000662
신봉삼거리,169000126
수협,169000060
강화터미널,169000058
옥금말,169000953
울레기,169000179
구렁목,169000951
돌성,169000364
메제미,169000598
농도원,169000178
서문안주유소,169000966
서문안,169000385
양왕마을,169000928
능미,169000922
느티나무,169000182
서성,169000234
주택마을,169001230
황골,169000992
야곡,169000292
누촌,169000238
외포1리,169000283
외주,169000241
소게,169000185
외포삼거리,169000285
연안여객터미널,169001116
망양돈대,169001224
대정,169001117
허튼개,169001119
석모대교(외포리방향),169001121
석모대교(석모리방향),169001137
방개마을,169001142
원수리마을,169001251
동녘개,169001147
석모1리마을회관,169001146
석모도수목원입구(삼산초등학교),169001143
삼산면사무소,169001149
석모도자연휴양림입구,169001151
목개마을,169001153
장구란,169001349
장암마을,169001156
한가라지고개,169001157
한가라지입구,169001160
해암약수,169001162
석모도미네랄온천,169001164
보문사,169001206
보무기,169001166
내건너,169001168
웃말,169001170
은당골,169001213
삼산군립어린이집,169001172
매음1리마을회관,169001174
어류정입구,169001176
리안월드입구,169001178
해명초등학교앞,169001180
인천경로당앞,169001227
인내마을,169001182
나무깨,169001183
납섬입구,169001185
전득이고개입구,169001187
농막골,169001189
석포리마을회관,169001191
구능재,169001193
석포항,169001203
공개마을,169001195
석모대교전망대,169001249
석모대교(석포리방향),169001139
석모대교(외포리방향),169001122
허튼개,169001120
대정,169001118
망양돈대,169001225
연안여객터미널,169001115
외포삼거리,169000110
석모대교(석포리방향),169001140
석모대교전망대,169001250
공개마을,169001196
구능재,169001194
석포리마을회관,169001192
농막골,169001190
전득이고개입구,169001188
납섬입구,169001186
나무깨,169001184
인내마을,169001181
인천경로당앞,169001226
해명초등학교앞,169001179
리안월드입구,169001177
어류정입구,169001175
매음1리마을회관,169001173
삼산군립어린이집,169001171
은당골,169001212
웃말,169001169
내건너,169001167
보무기,169001165
석모도미네랄온천,169001163
해암약수,169001161
한가라지입구,169001159
한가라지고개,169001158
장암마을,169001155
장구란,169001354
목개마을,169001154
석모도자연휴양림입구,169001152
삼산면사무소,169001150
석모도수목원입구(삼산초등학교),169001144
석모1리마을회관,169001145
동녘개,169001148
원수리마을,169001252
방개마을,169001141
석모대교(석모리방향),169001138
창후정미소,169000600
사촌,169000785
창후1리마을회관,169000783
양수장,169000781
요골,169000780
별립산입구,169000588
막촌,169000776
창후리종점,169000774
막촌,169000460
별립산입구,169000778
요골,169000590
양수장,169000592
창후1리마을회관,169000595
사촌,169000597
창후정미소,169000461
백련사입구,169000419
사직(해나무),169000416
점촌,169000806
소동,169000829
천촌,169000411
천곡,169000827
동촌,169000793
신삼1리마을회관,169000791
어린이집앞,169000585
신삼2리마을회관,169000825
다운마을,169000398
소나무,169000805
명신초등학교,169000803
윗망월,169000335
망월3리,169000580
망월종점,169000788
망월3리,169000332
윗망월,169000578
명신초등학교,169000394
소나무,169000396
다운마을,169000824
신삼2리마을회관,169000400
어린이집앞,169000402
신삼1리마을회관,169000405
동촌,169000407
천곡,169000409
천촌,169000795
소동,169000412
점촌,169000414
사직(해나무),169000797
백련사입구,169000808
망월입구,169000117
항포,169001247
삼산저수지앞,169001245
신동마을,169001253
하리마을회관,169001243
하리선착장,169001240
탄토마을,169001378
교회앞,169001338
상2리마을회관,169001337
상1리마을회관(창말),169001339
뒷골 입구,169001377
상주(상리),169001331
상1리마을회관(창말),169001342
상2리마을회관,169001343
교회앞,169001348
하리마을회관,169001244
신동마을,169001254
삼산저수지앞,169001246
항포,169001248
매음3리마을회관(민머루),169001321
민머루해수욕장,169001336
매음3리마을회관(민머루),169001322
뒷골 입구,169001380
탄토 마을,169001381
오상입구,169000120
양구(오상1리),169000262
봉성(오상2리),169000261
구하1리입구,169000259
평전,169000258
구하2리마을회관,169000373
구하2리마을회관,169000559
수촌,169000358
중촌,169000369
양진말입구,169001057
국촌,169000371
항청리종점,169000558
국촌,169000251
양진말입구,169001056
중촌,169000252
수촌,169000111
구하2리마을회관,169000254
구하2리마을회관,169000256
구하1리입구,169000562
봉성(오상2리),169000377
양구(오상1리),169000563
오상입구,169000119
국화리야영장앞,169000843
고비고개정상,169000844
독장골,169000351
적석사입구,169000348
궁골,169000572
속아지,169000848
신선지입구,169001347
나무다리,169001340
고천5리마을회관,169001345
나무다리,169001344
신선지입구,169001346
속아지,169000344
적석사입구,169000847
독장골,169000846
고비고개정상,169000569
국화리야영장앞,169000353
궁골,169000346
고천3리마을회관,169000574
고천교,169000339
산우리고개,169000337
고인돌입구,169000550
오상리고인들,169000379
고상골입구,169000552
석모대교(황청리방향),169001198
석모대교(황청리방향),169001197
황청리종점,169001207
고상골입구,169000266
오상리고인들,169000265
저수지관리소,169000264
산우리고개,169000850
고천교,169000849
고천3리마을회관,169000341
장지포,169001238
건평리,169000651
해망,169001352
하일부락입구,169000971
내리쉼터,169000968
선수,169000433
후포항입구,169000431
선수여객선착장,169000479
진광횟집앞,169000541
장곶돈대,169000932
장곶횟집,169000478
버드러지,169000428
장화리학생수련원,169000426
장화교회앞,169000121
해넘이마을,169001136
새꾸지마을,169001134
여차리회관,169000505
여차리,169000472
샛말,169000995
신광주유소,169000470
돈대모루,169000447
미루지,169000522
흥왕리,169001073
장안,169000445
흥왕2리마을회관 앞,169000520
간촌,169000518
마니산상회,169000417
흥왕상회,169000516
소장전,169000997
장전,169000415
해오름민박,169000413
동막교회,169000514
하얀집민박,169000440
갯벌슈퍼,169000513
동막해변,169000511
분오리어판장,169000406
넘말,169000140
분오저수지,169000509
산애들애,169000492
정수사입구,169000404
함허동천,169000403
대사마을,169000948
이건창생가,169000145
행자골,169000583
동주농장,169000401
동들머리,169000705
길상교회,169000148
로얄호텔,169000878
마그네다리,169000900
우물골,169000930
공숙입구,169000290
능안,169000571
가능포,169000970
고창촌입구,169000345
지랏돌,169001072
지랏돌,169001071
고창촌입구,169000166
가능포,169000969
능안,169000276
공숙입구,169000490
우물골,169000929
탑재,169000115
양지촌,169000342
상촌,169000347
내촌,169000343
내촌,169000581
상촌,169000152
양지촌,169000163
온수교차로,169001231
소담(장미)마을입구,169001236
소담(장미)마을입구,169001237
능촌입구,169000854
가나안마을앞,169000904
오두마을입구,169000647
안산마을,169000138
오두리종점,169000529
오성교회,169000853
북성마을,169000528
향나무골,169000648
능곡마을회관,169000649
구재이,169000551
신현노인회관,169000527
황골마을,169000135
은하목장앞,169000852
강남중교,169000278
서두머리,169000336
야촌,169000333
정하,169000208
어두,169000206
장하,169000184
대흥,169000194
하룩,169000157
조산,169000192
조산초등학교,169000189
조산교회,169000172
탑재,169000109
조산교회,169000338
조산초등학교,169000593
조산,169000334
하룩,169000281
대흥,169000591
장하,169000204
어두,169000280
정하,169000183
야촌,169000210
서두머리,169000212
강남중교,169000213
은하목장앞,169000274
황골마을,169000277
신현노인회관,169000279
구재이,169000282
능곡마을회관,169000553
향나무골,169000131
북성마을,169000136
오성교회,169000555
오두리종점,169000137
안산마을,169000132
오두마을입구,169000557
가나안마을앞,169000905
산마을고등학교,169000116
산문종점,169000154
산마을고등학교,169000599
산문입구,169000899
건평입구,169000170
조바위,169001350
건평,169000186
건평마을회관,169000594
건평,169000168
조바위,169001351
건평입구,169000331
경기도학생교육원,169000162
호세요양원,169000221
길직리입구,169000304
예비군훈련장,169000315
헤나무,169000199
곤능,169000197
문현,169000321
어두마을,169000322
가톨릭대,169000325
가톨릭대,169000156
어두마을,169000155
문현,169000195
곤능,169000319
헤나무,169000317
예비군훈련장,169000201
길직리입구,169000313
호세요양원,169000311
경기도학생교육원,169000222
선동,169000248
밝게,169000991
치마바위,169000247
수양관,169000245
선두4리마을회관,169000644
구선택초교,169000896
돈대마을,169000926
가천의대,169000237
산뒤,169000235
선두5리어판장입구,169001131
택리,169000859
택리교회,169000229
동검리입구,169000856
동검상회,169000519
동검도삼거리,169000223
동검리마을회관입구,169001069
동검리종점,169000889
동검리마을회관입구,169001070
동검도삼거리,169000642
동검상회,169000226
동검리입구,169000877
택리교회,169000860
택리,169000233
선두5리어판장입구,169001132
산뒤,169000887
가천의대,169000897
돈대마을,169000925
구선택초교,169000239
선두4리마을회관,169000242
수양관,169000645
치마바위,169000646
밝게,169000990
선동,169000886
효자교앞,169001200
신촌마을입구,169001202
산촌마을,169000308
길정저수지,169001055
교회앞,169000309
장촌길 입구,169001382
색동원 앞,169000215
색동원 앞,169000161
장촌길 입구,169001379
교회앞,169000216
길정저수지,169001054
산촌마을,169000217
신촌마을입구,169001201
효자교앞,169001199
지산입구(용진),169000679
용진진,169000639
용당사터,169000677
화도돈대,169000863
오두돈대,169000536
오두리(넙성입구),169000675
광성보,169000674
광성오리,169000862
봉골,169000673
덕진진,169000637
초지삼거리,169000147
초지,169000016
황산도입구,169000861
황산도,169000635
황산도어판장,169000634
황산도,169000263
황산도관광밸트,169000873
관광밸트입구,169000874
강화갯벌장어,169000671
장흥삼거리,169000881
서남촌,169000151
장흥낚시터,169000890
장흥매점,169000641
장안말(온천스파),169000144
한수조경,169000681
애전마을,169000682
쑥밭다리,169000650
길상낚시터,169000883
길상낚시터,169000149
쑥밭다리,169000683
애전마을,169000894
한수조경,169000882
장안말(온천스파),169000892
장흥매점,169000891
장흥낚시터,169000211
서남촌,169000640
장흥삼거리,169000153
강화갯벌장어,169000633
관광밸트입구,169000875
황산도관광밸트,169000876
황산도입구,169000636
덕진진,169000672
봉골,169000535
광성오리,169000128
오두리(넙성입구),169000638
오두돈대,169000361
화도돈대,169000676
용당사터,169000537
용진진,169000678
지산입구(용진),169000538
신촌,169000510
초지큰말,169000512
장자말,169000142
장자촌,169000255
장안말(온천스파),169000253
중혈마을,169000176
벌말,169000175
하우스앞,169000231
덕정가든,169000173
옹장골,169000171
박공현,169000294
삼동암리마을회관,169000169
도장재마을,169000225
재활용품수집장,169000165
두두미마을,169000869
조광교회입구,169000868
아침가리마을회관,169000867
고잔마을,169000532
사슴농장,169000866
고능리공소,169001208
고능종점(지래),169000865
고능리공소,169001209
사슴농장,169000531
고잔마을,169000284
아침가리마을회관,169000287
조광교회입구,169000533
두두미마을,169000289
도장재마을,169000167
삼동암리마을회관,169000227
박공현,169000228
옹장골,169000230
덕정가든,169000296
하우스앞,169000174
벌말,169000297
중혈마을,169000299
솔정정미소,169000130
솔정마을,169000872
솔정,169000871
덕진사거리,169001310
덕진사거리,169000870
솔정,169000526
솔정마을,169000129
솔정정미소,169000134
장자촌,169000141
장자말,169000257
초지큰말,169000260
신촌,169000146
강화군노인문화센터,169001373
장흥리종점,169000643
강화군노인문화센터,169001374
장흥리종점,169000888
비선삼거리,169000113
비선삼거리,169000114
풍산빌라 입구,169001384
현대철강레이져,169001220
체육공원,169001214
수광티티아이,169001215
세화파렛텍,169001216
혜덕,169001217
큐티엘,169001218
풍산특수금속,169001219
현대철강레이져,169001221
어류정입구,169001312
탑재입구,169001315
염전사택,169001317
염전,169001319
어류정항,169001323
염전,169001320
염전사택,169001318
탑재입구,169001316
어류정입구,169001313
장암마을,169001324
개건너,169001325
개건너,169001326
장암마을,169001332
어류정입구,169001314
황곡노인정,168001310
황곡상회,168001311
안풍산업삼거리,168001312
두밀경노당,168001331
성신아크릴산업,168001313
신화슈퍼,168001314
경동택배,168001315
검단농기구센터,168001316
삼라마이다스아파트,168001317
검단초등학교,168001332
쇠골큰말,168001318
금곡종점,168001319
쇠골큰말,168001321
마전주공아파트,168001322
검단초등학교,168001333
삼라마이다스아파트,168001323
검단농기구센터,168001324
경동택배,168001325
신화슈퍼,168001326
성신아크릴산업,168001327
두밀경노당,168001328
안풍산업삼거리,168001329
황곡상회,168001330
황곡노인정,168001320
금호베스트빌1단지.영종도서관,161000112
공항신도시(메디컬사거리),161000258
운서역(하워드존슨호텔),161000747
레전드호텔,161000640
우미린2단지정문,161000512
한양수자인(후문),161000537
하늘중학교,161000823
해맞이공원앞,161000617
운남동우체국,161000848
금홍염전,161000543
그린나래지하차도,161000649
인천지방법원,163000096
학익시장앞,163000082
학익사거리(동아풍림아파트),163000089
장미아파트,163000094
인하대정문,163000104
장미아파트(19동)앞,163000540
장미아파트,163000092
학익사거리(동아풍림아파트),163000084
학익시장(법원검찰청),163000080
법원.검찰청,163000074
신동아1.2차아파트,163000507
신동아3차아파트,163000494
문학초등학교,163000105
삼영아파트,163000116
인천향교.인천도호부청사,163000125
문학경기장(야구장),163000144
신비마을아파트(112동),163000171
관교중학교(약수터),163000203
관교여자중학교,163000231
신비마을아파트,163000225
주안아파트,163000209
진흥아파트,163000193
태평아파트.주안한신휴플러스아파트,163000183
쌍용아파트,163000179
신기.남부종합시장(진흥사거리),163000219
로얄아파트,163000247
재흥시장,163000293
(구)시민회관사거리,163000319
주안역,163000389
주안역,163000506
석암초등학교앞,163000407
석암초등학교,163000412
(구)시민회관사거리,163000326
재흥시장,163000300
남광로얄아파트,163000257
신기.남부종합시장(진흥사거리),163000217
태평아파트.주안한신휴플러스아파트,163000180
진흥아파트,163000190
주안아파트,163000207
신비마을아파트,163000223
관교여자중학교,163000226
관교중학교(약수터),163000202
신비마을아파트,163000164
문학경기장(월드컵경기장),163000157
인천향교.인천도호부청사,163000124
문학초등학교,163000110
문학고개,163000101
신동아아파트,163000525
신동아아파트,163000072
서원아파트,163000095
연학초등학교,163000137
우진아파트,163000158
쌍용아파트,163000186
우진아파트,163000159
연학초등학교,163000138
희망체육공원입구,166000912
신성미소지움,166000099
부개농협,166000201
계량소,166000195
부평6동우체국,166000186
굴다리오거리,166000232
부평역,166000228
부평시장,166000265
부평시장(한라비발디),166000336
부평시장(가구의거리),166000295
부평시장(한남프라자),166000259
굴다리오거리,166000231
동수교회,166000184
구도일주유소,166000902
그린힐아파트,166000194
부개농협,166000199
신성미소지움,166000102
호명사입구,166000093
부개역,166000223
부개성일아파트,166000293
부개고입구,166000783
부평여자중학교,166000726
행정복지센터사거리,166000332
부개주공7단지,166000387
중앙아파트,166000409
부광초등학교,166000434
부광여자고등학교,166000471
오성아파트,166000487
부개주공3단지후문,166000500
부개주공2단지,166000772
삼산체육관역(호수공원),166000536
구산중학교,166000518
신명보람마을.삼부한신아파트,166000512
부개종합시장,166000504
오성아파트,166000480
부광초등학교,166000440
부평코오롱아파트106동,166000404
부개주공7단지,166000385
부평여자중학교,166000342
부개고입구,166000345
부개역,166000222
뉴서울1차아파트,166000275
마장공원,166000286
경남2차,166000305
경남1차,166000343
산곡교회,166000383
산곡동주안빌딩,166000313
동아아파트후문,166000258
동아아파트후문,166000208
농협로타리,166000751
시장로터리(중앙철재),166000261
부평시장(가구의거리),166000296
부평시장(한라비발디),166000328
부평시장입구,166000288
부평역(27번출구),166000224
부평역(CU편의점),166000192
동아아파트,166000202
동아아파트후문,166000257
한국아파트,166000792
대림아파트,166000382
산곡한양7차,166000354
경남아파트308동앞,166000334
경남아파트311동앞,166000300
경남아파트313동앞,166000287
송도공영차고지,164000472
얀센백신,164000519
인천대학교공과대학,164000377
인천대학교자연과학대학,164000378
알앤디써비스,164000478
소리공원(하모니로),164000724
웰카운티,164000353
인천가톨릭대,164000435
센트럴파크푸르지오아파트,164000544
자이하버뷰,164000465
더샵하버뷰,164000487
송도더샵하버뷰2차,164000467
더샵그린워크1단지,164000495
국제학교,164000457
더샵엑스포빌리지,164000480
더샵하버뷰,164000485
송도힐스테이트,164000479
송도풍림아이원2단지,164000034
연세대송도캠퍼스입구,164000489
풍림2차아파트,164000050
현대1차아파트,164000061
대우삼환아파트,164000078
연수구청,164000089
동춘역(이마트),164000060
경진브로아,165000042
디에스솔텍,165000035
세현정공,165000033
(주)창원,165000029
영림산업,165000028
영림임업,165000026
우체국사거리,165000704
논현사거리,165000504
논고개길,165000687
주적골,165000608
도림주공208동,165000143
도림주공2단지,165000146
도림주공1단지,165000153
서창퍼스트뷰후문맞은편,165000778
서창119안전센터,165000899
신한빌딩,165000901
서창이편한세상1002동,165000905
서창센트럴푸르지오,165000903
서해그랑블아파트후문,165000973
서창도서관,165000893
남동아시아드럭비경기장,165000214
만수역,165000388
현광아파트(호산부인과),165000376
효성상아아파트,165000358
모래내시장,165000350
롯데캐슬.모래내시장,165000309
소구월사거리,165000268
남동소방서,165000587
구월동팬더아파트,165000238
연수초등학교,164000293
인천여자고등학교,164000289
연수4단지입구,164000285
태경아파트,164000275
우주아파트,164000252
동남스포피아,164000227
청학초등학교,164000181
청학중학교,164000161
우리사랑병원,164000144
연수여자고등학교,164000092
무지개아파트,164000366
인천뷰티예술고등학교,164000053
풍림2차아파트,164000049
송도풍림아이원1단지,164000033
더샵그린애비뉴,164000486
엑스포빌리지9단지,164000482
국제학교,164000462
송도푸르지오하버뷰,164000494
송도자이하버뷰1단지,164000468
자이하버뷰,164000488
자이하버뷰,164000498
센트럴파크푸르지오아파트,164000545
인천가톨릭대,164000370
웰카운티,164000352
소리공원(하모니로),164000723
알앤디써비스,164000477
인천대학교자연과학대학,164000375
인천대학교공과대학,164000376
얀센백신,164000520
힐스테이트레이크송도2차(201동),164000643
힐스테이트레이크송도1차입구,164000657
송담초등학교,164000670
랜드마크시티센트럴더샵(203동),164000647
힐스테이트송도더테라스(후문),164000715
경제자유구역청,164000515
구월동팬더아파트,165000237
남동구청후문(남동등기소),165000287
부천시청역3번출구.경기예고.현대백화점,210000166
부천시청역1번출구,210000165
계룡리슈빌,210000218
신중동역6번출구.중흥중학교,210000168
약대사거리,212000396
부천IC진입(미정차),277103846
신월IC(미정차),277103843
선유고등학교,118000137
합정역(가상),113000508
합정역,113000424
서교동,113000423
홍대입구역(가상),113000505
홍대입구역,113000422
동교동삼거리,113000421
신촌오거리.현대백화점,113000420
신촌오거리.2호선신촌역,113000419
이대역,113000418
웨딩타운,113000476
아현역,113000477
종근당.충정로역,101000015
서울역,101000250
충정로역2호선,112000170
아현역,113000478
