정류소명,정류소아이디
박문중학교정문,165000860
송도체육센터,164000702
롯데캐슬,165000797
박문여자고등학교,165000799
커넬워크,164000417
송도2동행정복지센터,164000588
커넬워크,164000415
박문여자고등학교,165000800
롯데캐슬,165000798
송도체육센터,164000701
박문중학교,165000847
캐슬해모로,165000849
현대4차아파트,164000186
옥련2동행정복지센터(옥련우체국),164000450
현대5차아파트,164000176
럭키아파트,164000115
채석장,164000179
경인방송,163000003
정비단지,163000005
한양2차아파트,163000512
보건환경연구원,161000158
동인천,161000188
정비단지,163000006
경인방송,163000004
송도채석장,164000175
럭키아파트,164000132
현대아파트,164000173
옥련2동행정복지센터(옥련우체국),164000451
현대4차아파트,164000183
지산주택,164000202
청천농장(종점),166000520
청천농장입구,166000558
청천중학교,166000449
한화아파트,166000379
현대5차,166000408
청천중학교,166000455
마을금고,166000528
청천농장입구,166000809
인향아파트,167000464
북인천여자중학교,167000016
농협로타리,166000244
북인천여자중학교,167000015
효성명현초등학교,167000065
효성고등학교,167000074
효성현대3차아파트,167000051
효성현대4차아파트,167000036
작전중고.여고앞,167000116
작전초등학교,167000127
삼천리3차아파트,167000159
삼천리1차아파트,167000179
한국아파트,167000208
동보아파트,167000136
계양임광그대가아파트,167000118
동보아파트후문,167000129
한국아파트,167000206
삼천리1차아파트,167000178
삼천리3차아파트,167000150
작전초등학교,167000128
코오롱아파트작전중.고.여고,167000117
효성현대4차,167000035
효성고등학교,167000075
효성파출소,167000069
서해그랑블,165000621
태평1차아파트,165000241
힐캐슬프라자,165000331
석천사거리역,165000320
석천사거리역,165000317
힐캐슬프라자,165000329
모래내시장역(4번출구),165000335
모래내시장,165000344
태평1차아파트,165000242
서창센트라스아파트후문,165000917
운연역,165000954
운연역,165001026
남동경기장,165001055
뉴서울아파트,165000234
남동초등학교,165000265
장승백이시장,165000280
장승백이시장,165000282
대동아파트,165000256
뉴서울아파트,165000235
담방아파트,165000226
대토단지앞,165000813
GS칼텍스주유소,165000814
만수치안센터,165000455
조동초등학교,165000464
만수북중학교,165000469
향촌주공101동앞,165000729
벧엘교회,165000740
민방위교육장,165000733
동암남부역,166000034
민방위교육장,165000734
벧엘감리교회,165000741
향촌주공101동앞,165000730
만수북중학교,165000468
조동초등학교,165000465
엘지슈퍼,165000457
만수주공320동앞,165000431
만수중학교후문,165000745
만수중(대토단지),165000400
새마을금고,165000483
대원정밀,165000475
농장주유소,165000472
부평삼거리역,165000491
인천가족공원입구,165000493
부평농장의원입구,165000494
오성정밀,165000490
고려산업,165000486
운연동,165000673
한양공구,165000664
연락골,165000665
운연천,165001027
인천대공원역,165000395
만의골입구,165000666
애보박물관,165000667
소래산등산로입구,165000770
청정주말농장,165000852
소래산입구,165000668
소래산입구,165000670
연세농장,165000851
소래산등산로입구,165000771
애보박물관,165000671
만의골입구,165000672
인천대공원역,165000398
서창도서관입구,165000956
운연천,165001028
연락골,165000662
한양공구,165000753
핸즈코퍼레이션,168001263
서인천가구단지,168000800
가좌현대아파트,168000130
부평샬레아파트(세일고등학교),166000263
명신여자고등학교,166000289
삼보아파트,166000308
한양쇼핑,166000331
구월체육공원,165000384
신세계아파트,165000383
한양쇼핑,166000333
명신여자고등학교,166000291
부평샬레아파트(세일고등학교),166000260
가좌현대아파트,168000133
핸즈코퍼레이션,168001262
산업용품센타,168000525
가좌교회,168000055
가좌4동행정복지센터,168000062
한양아파트,166000269
보각사입구,166000250
팔도주유소,166000175
인평자동차고,166000151
양로원,166000113
부평서중,166000092
삼산주공7단지,166000547
삼산타운1단지정문,166000585
국립생물자연관,168001111
국립생물자원관입구,168000741
신촌초등학교,166000098
부평서중,166000095
양로원,166000111
인평자동차고,166000152
문화교회,166000173
산곡여자중학교(마장로삼거리),166000911
미추홀아파트,166000254
한양아파트,166000905
가좌교회,168000057
공단오거리,166000565
청천천공영주차장,166000896
우림라이온스밸리,166000592
인천테크노밸리U1센터,166000607
대동아파트,166000569
태화아파트,166000545
뉴서울아파트,166000514
오성아파트,166000721
굴포천,166000509
갈산두산아파트,166000544
갈산주공2단지,166000577
인천테크노밸리U1센터,166000605
갈산시장,166000628
우림라이온스밸리,166000594
청천천공영주차장,167000639
공단오거리,166000566
라이프아파트,161000062
연안부두어시장,161000072
인천항신국제여객터미널,164000654
e편한세상(109동앞),164000645
예송중학교,164000592
송도더샵마스터뷰22단지,164000695
송도더샵마스터뷰23단지(정문),164000694
송도컨벤시아남문,164000662
생산기술연구원,164000354
테크노파크IT센타,165000726
해모로월드뷰,165000805
롯데캐슬캠퍼스타운,165000977
롯데캐슬,165000796
삼천리기계,165001018
영림몰딩도어,165000943
엘아이지식산업센터(맞은편),165001029
삼호제강2공장,165000940
도림동고개,165000160
경신마을,165000982
경신마을,165000646
도림동고개,165000161
삼호제강2공장,165000939
엘아이지식산업센터,165000944
신한일전기,165000034
삼천리기계,165001017
롯데캐슬,165000795
롯데캐슬캠퍼스타운,165000978
해모로월드뷰,165000794
테크노파크IT센타,165000727
한국생산기술연구원,164000448
송도컨벤시아남문,164000663
송도더샵마스터뷰22단지(정문),164000696
송도더샵마스터뷰22단지(하행),164000697
예송중학교,164000593
힐스테이트레이크송도(후문),164000632
e편한세상(109동 앞),164000622
인천항신국제여객터미널(하행),164000664
연안부두어시장,161000063
라이프아파트,161000060
송도컨벤시아,164000369
서면초등학교,164000384
만수4동주민센터,165000452
만수주공4단지,165000440
만수주공정문,165000410
모래내시장역(2번출구),165000909
송도더샵퍼스트월드D동,164000009
연세대학교앞,112000031
동국제강,162000074
동국제강후문,162000070
신포동행정복지센터,161000153
석천시장,165000502
장수동,165000391
운연삼거리,165000988
정다운그린빌,165001024
임광그대가103동,165001025
운연삼거리,165000987
장수동,165000393
신포동행정복지센터,161000154
만석부두,162000076
두산인프라코어후문,162000077
두산인프라코어,162000081
동국제강후문,162000069
현대제철,162000086
송림휴먼시아,162000124
풍림아이원,162000115
한국폴리텍2대학남인천캠퍼스,163000448
가좌테니스장,163000457
한미반도체,168000754
공단본부,168000757
태평양인천물류센터,168000012
희성금속,168000018
아인스월드,210000330
유진시스템앞,166000678
유진시스템앞,166000676
삼산타운4단지,166000608
공단본부,168000756
한미반도체,168000755
가좌테니스장,163000454
한국폴리텍2대학남인천캠퍼스,163000450
만석삼거리,162000186
풍림아이원,162000114
송림휴먼시아,162000125
가좌환경사업소북측,168001342
목재부두사거리,168000949
인천북항부두운영시설,168000953
GS칼텍스,168001224
북항다목적부두,168001208
북항사업소,168001210
북항배후단지입구,168001343
한진인천북항,168001195
(주)스킨이데아,168001388
대문목재,168001206
에스틸,168001232
대현목재,168001205
NKG물류센터,168001212
대문목재,168001207
(주)스킨이데아,168001389
한진인천북항,168001196
코세스물류창고,168001197
북항사업소,168001211
북항다목적부두,168001209
GS칼텍스,168001220
태신보세창고,168001236
인천그랜드컨트리클럽,168000954
홈씨씨인천점,168000955
태양공단,168000147
모다아울렛,168001190
신북항고가교,168000104
서인천자동차검사소,168000641
삼영물류,168000068
해수워터피아,168000082
(주)경인양행앞,168000096
장천사거리,163000610
숭의초등학교,163000308
석남서초등학교,168000108
(주)경인양행앞,168000097
해수워터피아,168000083
한양공구,168000071
서인천자동차검사소,168000640
한성자동차학원,168000091
SK주유소,168000956
홈씨씨인천점,168000957
인천그랜드컨트리클럽,168000958
태신보세창고,168001237
인천북항부두운영시설,168000959
목재부두사거리,168000960
가좌환경사업소 북측,168001341
송도역,164000671
인천광역시립박물관,164000673
흥륜사입구,164000725
서해그랑블아파트,164000604
대림3차아파트301동앞,164000683
서해그랑블3단지아파트,164000727
박문초등학교,164000608
민방위교육장,164000611
남촌농산물도매시장,165001031
민방위교육장,164000610
박문초등학교,164000609
서해그랑블3단지아파트,164000728
대림3차아파트301동앞,164000686
서해그랑블아파트,164000605
흥륜사입구,164000726
인천광역시립박물관,164000674
자이더테라스1단지,168001297
청라센텀로제비앙정문앞,168001346
청라한양수자인레이크블루,168001348
사염공원,168001037
한라비발디,168000879
청람중학교,168001019
제일풍경채2차,168001349
검단지식산업센타,168001054
원흥아파트,168000793
금강펜테리움더시글로,168001392
바리미마을·아라동행정복지센터,168000467
유현사거리,168000487
장기동,167000345
장기동,167000346
유현사거리,168000484
바리미마을·아라동행정복지센터,168000465
인천영어마을,168000697
신명아파트앞,168000799
검단지식산업센타,168001063
공단사거리,168001069
LG아파트후문,168000616
LG아파트후문,168000617
인하대후문,163000166
올림픽생활기념관,165000349
홈플러스.산림조합,232000037
한국아파트,232000030
사우역.김포고(직행),232000376
사우고교.김포시청(직행),232000389
풍무역,232000359
장곡.고촌고등학교,232000358
고촌역,232000356
고촌역,232000432
장곡.고촌고등학교,232000584
풍무역,232000429
조리미입구,232000428
사우고.김포시청,232000427
사우역.김포고(김포초교방면),232000968
김포초교,232000333
한일아파트,232000330
삼환아파트,232000031
홈플러스,232000038
해피하임.기업은행앞,168000738
검단오류역,168001060
반포역,121000018
양재역.서초문화예술회관,121000003
교육개발원입구,121000002
뱅뱅사거리,121000006
래미안아파트파이낸셜뉴스,121000008
반포역,121000017
검단오류역,168001057
삼영테크,168001055
금란마트,168001056
드림파크어울림,168001202
왕길역,168001199
검단노인복지관,168000695
대우풍림아파트,168000502
당하메디칼,168000402
당하초등학교,168000396
당하대주파크빌,168000392
검단메가박스,168000384
석남역(5번출구),168000577
원적산터널서측,168000666
원적산터널,166000822
목련어린이집,166000824
원적산터널서측,168000667
검단메가박스,168000383
KCC아파트,168000391
당하초등학교,168000399
당하푸르지오,168000403
왕길역,168001200
드림파크어울림,168001201
금란마트,168001061
삼영테크,168001062
현광아파트후문,163000560
현광아파트,163000007
정광아파트(병무청),163000008
병무청(516종점),163000013
학익동성당앞,163000630
미추홀경찰서(장미아파트),163000524
장미아파트(19동)앞,163000474
두산위브아파트,163000043
풍림아이원아파트,163000034
학산사거리,163000562
학익사거리,163000075
인천준법지원센터,163000147
법원,163000131
학익여자고등학교,163000566
신동아아파트5차,163000141
신동아아파트,163000143
학익여자고등학교,163000140
법원,163000130
학익동구치소,163000139
인천준법지원센터,163000148
학익사거리,163000077
동아풍림아파트,163000037
장미아파트,163000044
학익동성당앞,163000631
정광아파트(병무청),163000009
현광아파트,163000488
현광아파트후문앞,163000559
종점(병무청),163000014
학산사거리,163000025
학익고등학교,163000029
대동아파트,163000042
하나아파트,163000052
인천향교유림회관,163000059
신동아아파트3차,163000090
신동아아파트4차,163000121
신동아아파트8차,163000136
신동아아파트8차,163000135
신동아아파트4차,163000123
신동아아파트3차,163000097
인천향교유림회관,163000062
석건연립,163000051
대동아파트,163000504
학익고등학교,163000505
학산사거리,163000027
학익.원흥아파트,163000015
학익풍림아파트,163000487
검단산업단지(코뿔소),168000805
가야,168000807
트러스(서구장애인직업재활시설),168000809
아쿠아글로리,168000811
해성단조,168000813
타운하우스공장.명진화학,168001227
오류동역입구,168001058
금오동,168001068
북인천세무서,167000054
한신아파트,167000067
화전초등학교,167000086
송정역,115000634
송정역,115000295
상사마을,115000074
화전초등학교,167000085
한신아파트,167000066
북인천세무서,167000058
계산삼거리,167000196
금오동,168001067
오류동역입구,168001066
타운하우스공장.명진화학,168001226
남양목재,168000814
금성목재,168000812
트러스(서구장애인직업재활시설),168000810
가야,168000808
검단산업단지(코뿔소),168000806
여우재,232000046
홈플러스,232000018
우저서원(대성주유소),232000017
걸포북변역,232000605
걸포사거리.우리병원,232000606
걸포북변역,232000673
우저서원(대성주유소),232000022
구두물입구,232000021
신안실크밸리,232000020
신명스카이뷰,168000737
심팩이엔지,168001387
갈산시장.갈산도서관,166000629
휴먼시아1단지,166000852
삼산건강공원(미정차),166000888
서해그랑블,166000828
갈산새마을금고,166000635
삼산주공1단지,166000780
KT중동지사,210000525
인천가족공원입구,165001059
농장주유소,165000508
대웅실업앞,165001003
부평농장,165000772
인천가족공원입구,165000495
KT중동지사,210000551
삼산주공4단지,166000591
진산초등학교,166000614
경남아너스빌아파트,168000110
우림필유아파트,168000924
금호어울림아파트,168000137
청라컨벤션웨딩홀부페,168000656
두산위브아파트,166000648
다임메가타운,166000870
부평자이,166000871
금마초등학교,166000833
부개여자고등학교,166000428
부개주공6단지,166000459
삼산사거리.한국아파트,166000645
석남고가교입구사거리,168000655
금호어울림아파트,168000139
우림필유아파트,168000925
경남아너스빌아파트,168000111
부평시장(당약국),166000303
후정초등학교.삼산도서관,166000685
신흥교통,161000501
아암물류단지,161000285
아암3교사거리,164000729
랜드마크시티센트럴더샵,164000639
SK주유소앞,161000287
CJ인천2공장,161000592
중구문화회관,161000467
홍익자원,161000514
동원아파트,163000379
동아정밀,168000037
석남신사거리,168000150
월드메르디앙아파트,168000161
루원시티사거리,168001076
심곡극동아파트,168000273
심곡극동아파트,168000272
한국전력,168000947
월드메르디앙아파트,168000163
석남신사거리,168000149
동원아파트,163000376
JC회관,163000383
항운아파트,161000602
홍익자원,161000515
중구문화회관,161000466
CJ인천2공장,161000591
SK주유소앞,161000539
랜드마크시티센트럴더샵,164000638
아암3교사거리,164000730
아암물류단지,161000590
신흥교통입구,161000841
나래병원,164000142
삼환아파트,165000299
남인천농협백운지점,163000174
용현동농협,163000117
금호아파트,163000061
숭의2동행정복지센터,163000563
학익사거리,163000058
노인복지회관,163000599
진달래아파트,163000600
용현아파트,163000153
용현초등학교,163000508
용현5동행정복지센터,163000129
송도아트윈푸르지오,164000549
인천공항T2-3층,161000611
인천공항T2-B1층,161000612
송도더샵그린워크,164000526
송도파크레인입구,164000539
수림공원,165000351
간석남부역,163000529
주안역,163000402
간석남부역,163000429
수림공원,165000347
송도파크레인입구,164000538
커넬워크(4동),164000527
서곳치안센터,168000541
인천대입구역.롯데몰,164000648
남동IC진입(미경유),277103046
서창JC(미정차),165001008
신천IC(미정차),277103196
안현JC(경유),277102919
광명IC(경유),277103192
석수IC(경유),277102916
동작세무서,119000005
공군회관,119000021
여의도역,118000071
여의도환승센터,118000007
마포역,113000001
공덕오거리,113000058
마포역,113000002
유진투자증권.파이낸셜뉴스신문,118000198
여의도역,118000070
공군회관,118000170
보라매역.동작세무서,118000013
석수IC(경유),277102917
광명IC(경유),277103193
안현JC(미정차),277102918
신천IC(미정차),277103197
서창JC(미정차),165001009
남동IC(미경유),277103045
인천대입구역.롯데몰,164000651
석남동차고지,168001156
효성아파트,168000166
독골사거리,168000175
가정휴먼시아3단지,168001187
드라이빙센터,161000589
운남동우체국,161000849
영종역(청라행),161000620
심곡천봉수교,168001006
가정휴먼시아3단지,168001186
41번구종점,168000174
효성아파트,168000168
영종선착장입구,161000833
송산입구,161000276
e편한세상1차(정문),161000663
금호어울림1차,161000508
금호어울림,161000313
은골사거리,161000309
금호어울림,161000384
금호어울림1차,161000509
e편한세상1차(정문),161000662
송산입구,161000279
영종선착장입구,161000834
영종아레나,161000830
인천소방항공대,161000809
예단포,161000395
박촌마을입구,161000670
공군8547부대앞,161000718
운남교차로,161000524
영종장로교회,161000580
용궁사입구,161000578
영종동행정복지센터,161000672
운남초교사거리,161000707
교육연수원,161000482
하늘문화센터입구,161000766
스태츠칩팩코리아,161000641
체육공원앞,161000605
물류단지F블럭앞,161000603
사업.행정지원센터,161000608
화물터미널,161000039
인천공항충전소입구,161000757
삼목선착장입구,161000058
삼목선착장,161000311
왕산교,161000633
왕산골,161000491
입구지입구,161000477
입구지,161000751
실미도조개구이,161000299
선녀바위유원지,161000006
서해수산연구소,161000008
왕산골,161000490
왕산차고지,161000720
왕산교,161000632
삼목선착장(운서역행),161000077
삼목선착장입구,161000059
인천공항충전소입구,161000758
화물터미널,161000040
사업.행정지원센터,161000607
물류단지D블럭앞,161000604
체육공원앞,161000606
스태츠칩팩코리아,161000642
하늘문화센터입구,161000767
삼목사거리,161000088
영종LH2단지,161000483
용궁사입구,161000579
영종장로교회,161000581
공군8547부대앞,161000719
박촌마을입구,161000671
예단포,161000319
인천소방항공대,161000810
영종아레나,161000831
e편한세상영종오션하임,161000761
LH49단지행복주택아파트,161000768
영종역사관,161000625
영종역사관,161000624
영종버스공영차고지,161000837
운북공영차고지,161000779
젓개마을,161000829
예드림빌라입구,161000546
중산중고등학교,161000818
영종블루오션,161000819
하늘도시중심상가,161000821
e편한세상영종하늘도시,161000646
금호어울림2차,161000597
넙디마을입구,161000389
영종LH아파트입구,161000390
금호어울림2차,161000598
e편한세상영종하늘도시,161000647
하늘도시중심상가,161000822
영종블루오션,161000820
중산중고등학교,161000817
예드림빌라입구,161000547
젓개마을,161000828
운북공영차고지,161000783
영종버스공영차고지,161000838
거잠포선착장,161000303
잠진도입구,161000749
잠진도삼거리,161000744
큰무리선착장,161000712
잠진도삼거리,161000743
잠진도입구,161000750
거잠포선착장,161000302
인하국제의료센터,161000643
파라다이스시티역,161000748
용유역,161000433
마시란해변승마장,161000213
마시란해변(슈퍼앞),161000262
마시란해변(전주집),161000260
덕교3거리,161000012
마시란해변(전주집),161000261
마시란해변(슈퍼앞),161000263
마시란해변승마장,161000212
덕교동,161000259
청라BRT차고지입구,168001337
해원중학교,168000972
한화꿈에그린,168000860
제일풍경채2차321동앞,168000866
구월아시아드5단지정문,165000883
구월아시아드5단지후문,165000881
제일풍경채2차321동앞,168000873
한화꿈에그린,168000872
해원중학교,168000973
청라BRT차고지입구,168001336
태양공단,168000148
가정동주유소,168000233
태산아파트,168000227
가정중앙시장역,168000219
율도입구,168000190
장서초등학교,165000965
원적산터널,166000821
율도입구,168000188
가정중앙시장역,168000215
가정동주유소,168000234
홈씨씨인천점,168001188
남청라TG,168001379
심곡천(심곡3교),168001381
청라2동행정복지센터,168001039
도화e편한세상아파트6단지,163000626
도화e편한세상아파트5단지,163000624
청운대후문.한전제물포지사,163000633
청운대후문.한전제물포지사,163000632
도화서희스타힐스,163000625
청라2동행정복지센터,168001042
심곡천(심곡3교),168001382
남청라TG,168001380
청학사거리,164000509
효정아파트,164000260
동남아파트,164000267
첨단초등학교,165001014
송도베르디움더퍼스트후문,165000985
송도에듀포레푸르지오후문,165000986
송명초등학교,165001013
함박마을,164000277
동남아파트,164000268
효정아파트,164000261
인천비지니스고등학교,163000615
도화e편한세상아파트,163000612
북항입구,168001304
율도근린공원,168001340
북항입구,168001305
영종자이아파트,161000835
운남초교사거리,161000706
영종동행정복지센터,161000673
영종자이아파트,161000836
운남교차로,161000582
백련산입구,161000773
햇내로공원입구,161000777
카페거리,161000728
운서역(남동측),161000775
운서역(남동측),161000776
카페거리,161000727
햇내로공원입구,161000784
백련산입구,161000778
인천시교육청 교육연수원,161000774
운서SKVIEW  스카이시티,161000780
운서SKVIEW  스카이시티,161000781
인천시교육청 교육연수원,161000782
젓개마을입구,161000398
장촌빌라,161000397
장촌마을,161000476
해송노인요양병원,161000552
고염나무골,161000473
돌산밑,161000396
미단교회사거리,161000664
갤러리84입구,161000666
뒤골입구,161000668
뒤골입구,161000669
갤러리84입구,161000667
미단교회사거리,161000665
돌산밑,161000320
고염나무골,161000474
해송노인요양병원,161000553
장촌마을,161000475
장촌빌라,161000321
젓개마을입구,161000322
해뜨는집앞,161000531
늘목마을입구,161000529
둥깨마을입구(세븐일레븐),161000721
둥깨마을입구(용성철강),161000723
나룻개입구,161000385
나룻개,161000593
용유초등학교,161000023
용유초등학교,161000022
나룻개,161000594
나룻개입구,161000386
둥깨마을입구(용성철강),161000724
둥깨마을입구(세븐일레븐),161000722
늘목마을입구,161000725
해뜨는집앞,161000726
영종선착장,161000196
김소골,161000675
서당골,161000676
마장포고개,161000677
가재우물터,161000678
마장포,161000679
아동보호센터,161000680
마당개,161000681
만정낚시터,161000682
만정낚시터입구,161000683
옐림교회앞,161000684
높은마을입구,161000685
긴마루교회입구,161000686
행복마을입구,161000687
대흥식당,161000688
구정슈퍼앞,161000587
논골,161000394
영종공원묘지입구,161000626
금산경로당,161000565
동강리,161000393
동강리,161000246
잔다리삼거리,161000519
잔다리삼거리,161000559
동강리,161000245
동강리,161000317
금산경로당,161000564
영종공원묘지입구,161000627
논골,161000318
구정슈퍼앞,161000498
대흥식당,161000689
행복마을입구,161000690
긴마루교회입구,161000692
높은마을입구,161000693
옐림교회앞,161000694
만정낚시터입구,161000695
만정낚시터,161000696
마당개,161000697
아동보호센터,161000698
마장포,161000699
가재우물터,161000700
마장포고개,161000701
서당골,161000702
김소골,161000703
영종선착장,161000195
예단포물양장,161000622
예단포물양장,161000623
운남교차로 입구,161000839
잔다리삼거리,161000857
영종주야간보호센터,161000855
중앙방앗간,161000853
영종성당.정도사,161000851
푸르지오더스카이,161000844
푸르지오더스카이,161000845
영종성당.정도사,161000850
중앙방앗간,161000852
영종주야간보호센터,161000854
잔다리삼거리,161000856
운남교차로 입구,161000840
잠진도,161000266
실미삼거리,161000741
무의도주민자치센터,161000739
구름다리,161000735
하나개해수욕장,161000737
구름다리,161000736
무의도주민자치센터,161000738
실미삼거리,161000740
큰무리선착장,161000710
영흥버스터미널,170000116
농협하나로마트,170000117
내7리마을회관,170000159
구중학교앞,170000119
중고등학교,170000106
영흥종합운동장앞,170000120
내3리다목적회관앞,170000121
내3리마을회관,170000155
영흥우체국,170000183
영흥초교입구,170000184
내4리마을회관,170000104
금강찜질방,170000150
중박골입구,170000123
블랙트리캠핑장,170000124
인썸호텔,170000134
블랙트리캠핑장,170000174
중박골입구,170000194
금강찜질방,170000151
내4리마을회관,170000157
영흥초교입구,170000101
영흥우체국,170000107
내3리마을회관,170000156
내3리다목적회관앞,170000153
영흥종합운동장앞,170000192
중고등학교,170000193
구중학교앞,170000148
내7리마을회관,170000118
농협하나로마트,170000165
선재대교,170000085
뱃말항,170000125
다우리농장,170000083
문말3거리,170000084
논골,170000098
반디모텔,170000126
돌고래펜션,170000127
선재바다낚시터,170000146
너출(드무리입구),170000161
영흥대교입구,170000100
내5리마을회관,170000128
진두방앗간,170000196
GS내리주유소,170000130
영흥면사무소,170000131
내3리마을회관,170000122
붉은노리삼거리,170000112
용담어촌계앞,170000097
용담바다낚시터,170000132
노가리해변,170000105
외1리마을회관앞,170000096
영흥빌라,170000133
발전소삼거리,170000115
한전사택,170000090
외리보건지소앞,170000095
금강찜질방,170000113
외리보건지소앞,170000187
한전사택,170000197
발전소삼거리,170000171
영흥빌라,170000182
외1리마을회관앞,170000186
노가리해변,170000162
용담바다낚시터,170000188
용담어촌계앞,170000189
붉은노리삼거리,170000173
내3리마을회관,170000154
영흥면사무소,170000181
GS내리주유소,170000147
진두방앗간,170000195
내5리마을회관,170000158
영흥대교입구,170000180
너출(드무리입구),170000086
선재바다낚시터,170000176
돌고래펜션,170000168
반디모텔,170000170
논골,170000163
문말3거리,170000169
다우리농장,170000166
뱃말항,170000172
선재대교,170000175
내리어촌계사무실,170000135
영흥칼국수,170000136
영흥어린이집,170000137
십리포해수욕장,170000088
십리포제2주차장,170000110
내동교회,170000114
내2리마을회관앞,170000152
해피타운앞,170000198
농어바위캠핑장,170000164
장경리해수욕장,170000191
장경리공영주차장,170000190
여우별펜션,170000179
솔펜션,170000177
금강찜질방,170000149
영흥플로레도커피,170000185
양평해장국,170000178
양평해장국,170000145
영흥플로레도커피,170000144
솔펜션,170000143
여우별펜션,170000142
장경리공영주차장,170000141
장경리해수욕장,170000092
농어바위캠핑장,170000140
해피타운앞,170000139
내2리마을회관앞,170000138
내리어촌계사무실,170000160
진두방앗간,170000129
공항회센터,161000745
사시미재,161000732
광명항,161000714
광명항(샘꾸미),161000730
광명항(샘꾸미),161000729
광명항,161000708
사시미재,161000731
하나개삼거리,161000733
하나개삼거리,161000734
실미해수욕장,161000742
원진운수차고지,168001010
동일폐차장,168001013
가구전시장,168000074
목재단지,168000036
삼환아파트,165000296
운연동,165000374
소산서원,224001078
신천동,224000446
신천삼거리,224000557
시흥보건소,224000556
대야초교.ABC학습타운입구,224000555
시흥대야역.영남아파트,224000374
벽산1차아파트,224000373
늘푸른벽산.서강2차,224000384
신명아파트.대우3차아파트,224000383
은행초등학교,224000382
성원아파트,224000381
은계초등학교.사랑스러운교회,224000380
우성아파트.은행교회,224000379
벽산1차아파트,224000378
시흥대야역.영남아파트,224000377
대야초교.ABC학습타운입구,224000548
시흥보건소,224000547
신천삼거리,224000546
신천동,224000440
운연동,165000379
송현주공아파트후문,162000162
중고차매매단지엠파크허브,168000038
가구전시장,168000072
동일폐차장,168001012
원진운수차고지,168001011
해돋이공원,164000010
연수우체국,164000280
우체국사거리,165000694
삼원페트라,165000041
만수역,165000385
안현JC(미정차),277103812
송도파크레인동일하이빌,164000627
남동IC(미정차),165001005
남동IC(미정차),165001004
송도파크자이,164000630
송도파크레인동일하이빌,164000628
정왕IC(미정차),165001001
월곶JC(미정차),277103297
연성IC(미정차),277103807
물왕TG(미정차),277103291
물왕TG(미정차),277103290
연성IC(미정차),277103806
월곶JC(미정차),277103296
정왕IC(미정차),165001007
테크노파크IT센터,165000938
양재IC(미정차),121000558
이화동다리,167000479
선주지다리,167000480
선주삼거리,167000481
선주지교회,167000482
선주지회차지,167000483
선주지교회,167000503
선주삼거리,167000502
선주지다리,167000501
이화2동마을회관,167000484
대우실업,167000485
이화2동회차지,167000486
이화진등마을경로당,167000601
대우실업,167000505
이화2동마을회관,167000504
이화1동입구,167000487
이화교회앞,167000489
이화동노인정,167000490
이화1동회차지,167000509
이화동노인정,167000508
이화교회앞,167000507
이화1동입구,167000506
이화동다리,167000516
갈현경로당,167000491
갈현교입구,167000492
목상교입구,167000519
둑실동(아라마루전망대),167000494
남씨농원앞,167000495
산마루집,167000497
둑실경로당,167000498
예원앞,167000499
둑실동회차지,167000500
예원앞,167000515
둑실경로당,167000514
산마루집,167000513
세농푸드,167000510
남씨농원앞,167000511
둑실동(아라마루전망대),167000512
목상교입구,167000493
목상동솔밭.이주단지입구,167000316
목상동마을입구,167000517
목상동(새봄농원입구),167000324
다남동소촌마을입구,167000329
송림동진로아파트,162000155
신비마을아파트,163000555
송림동진로아파트,162000154
청라국제도시역,168001270
베어즈베스트골프장,168001268
비지니스센터,168001271
한국가스공사,168001273
복합환승센터,168001275
호수공원음악분수,168001291
청라중앙호수공원입구,168001021
청라중봉대로,168001004
초은고등학교,168001025
가정(루원시티)역,168001050
가정(루원시티)역,168001051
초은고등학교,168001026
청라중봉대로,168001005
청라중앙호수공원입구,168001024
호수공원음악분수,168001290
복합환승센터,168001276
한국가스공사,168001274
비즈니스센터,168001272
베어즈베스트골프장,168001269
국제금융단지,168001292
경명초등학교,168001277
청람초등학교,168001279
청라초등학교,168001281
청라초등학교,168001282
청람초등학교,168001280
경명초등학교,168001278
국제금융단지,168001293
가정보금자리,168001119
효성서초등학교,167000557
명현초등학교,167000559
작전역,167000561
까치말사거리,167000563
도두리마을,167000565
계양체육관(아시아드양궁장),167000567
부천오정물류단지(중),212000390
오정휴먼시아(중),212000388
원종IC(중),212000386
화곡역,115000051
가양역.우성아파트,115000163
화곡역,115000604
원종IC(중),212000385
오정휴먼시아(중),212000387
부천오정물류단지(중),212000389
계양체육관(아시아드양궁장),167000568
도두리마을,167000566
까치말사거리,167000564
작전역,167000562
명현초등학교,167000560
효성서초등학교,167000558
가정보금자리,168001120
로봇랜드입구,168001023
더샵퍼스트파크13단지,164000601
송도아트윈푸르지오,164000562
더샵그린애비뉴,164000511
코오롱더프라우,164000440
삼성바이오로직스,165000863
코오롱더프라우,164000439
더샵그린애비뉴,164000510
더샵하버뷰(D13),164000453
더샵하버뷰(D14),164000454
더샵퍼스트파크13단지,164000602
송도타임스페이스,164000722
송도더샵마스터뷰22단지(2202동),164000700
송도SK뷰(101동),164000637
송도SK뷰(105동),164000635
힐스테이트송도더테라스(정문),164000717
달빛축제공원대공연장,164000736
달빛축제공원,164000621
신정중학교,164000459
캐슬해모로,165000848
박문중학교후문,165000859
자이하버뷰1단지,164000455
푸르지오하버뷰,164000456
송도더샵그린워크3차18블럭,164000721
