정류소명,정류소아이디,상_하행
부천시청역5번출구,210000406,하행
부천시청역4번출구.현대백화점.경기예고,210000161,하행
근로복지공단인천병원,166000145,하행
건설기술교육원,165000353,하행
남동구청후문(남동등기소),165000288,하행
신연수(풍림아파트),164000339,하행
대동아파트,164000128,하행
청학중학교,164000496,하행
송도힐스테이트6단지,164000554,하행
더샵하버뷰,164000487,하행
송도더샵하버뷰2차,164000467,하행
더샵그린워크1단지,164000495,하행
경제자유구역청,164000514,하행
국제업무지구역5번출구,164000619,하행
송도달빛축제공원역,164000698,하행
힐스테이트송도더테라스(후문),164000716,하행
송도sk뷰,164000709,하행
랜드마크시티센트럴더샵(203동),164000652,하행
송도호반베르디움3차에듀시티,164000644,하행
송담초등학교,164000669,하행
힐스테이트레이크송도(후문),164000658,하행
힐스테이트레이크송도2차(201동),164000659,하행
운전면허시험장,165000005,상행
남동소래아트홀,165000744,상행
논현8단지동산마을,165000569,상행
논현중학교,165000573,상행
큰방죽삼거리,165000575,상행
남동중학교,165000220,상행
삼익.광명아파트,165000249,상행
한국건설생활환경시험연구원,165000312,상행
장수초등학교,165000342,상행
장수초등학교,165000352,하행
한국건설생활환경시험연구원,165000315,하행
삼익.광명아파트,165000247,하행
남동중학교,165000224,하행
큰방죽삼거리,165000576,하행
논현중학교,165000574,하행
논현8단지동산마을,165000570,하행
남동소래아트홀,165000748,하행
면허시험장,165000006,하행
극지연구소,165000919,상행
송도더샵그린스퀘어,165000843,상행
글로벌파크베르디움,165000840,상행
송도테크노파크IT센터,165000929,상행
연세대,165000861,상행
에코메트로10단지,165000736,상행
장수.서창동행정복지센터,165000580,하행
태평2차아파트,165000225,상행
임광그대가.서창자이아파트,165000514,상행
태평1차아파트,165000516,상행
장수사거리,165000389,상행
장수사거리,165000501,하행
태평1차아파트,165000517,하행
임광그대가.서창자이아파트,165000515,하행
태평2차아파트,165000518,하행
서창센트럴푸르지오,165000904,하행
서창이편한세상1002동,165000906,하행
센타빌딩,165000902,하행
서창119안전센터,165000900,하행
서창퍼스트뷰후문,165000777,하행
도림주공1단지,165000152,하행
도림주공2단지,165000149,하행
주적골,165000510,하행
논고개길,165000819,하행
논현사거리,165000505,하행
에코메트로10단지,165000728,하행
연세대,165000725,하행
송도테크노파크IT센터,165000970,하행
글로벌캠퍼스푸르지오,165000841,하행
송도더샵센트럴시티,165000842,하행
극지연구소,165000918,하행
인천뷰티예술고등학교,164000053,상행
풍림2차아파트,164000049,상행
동막역(4번출구),164000338,상행
유수지,165000010,상행
금강다이아몬드,165000007,상행
유수지길,165000003,상행
해안도로신항만교,165000001,상행
에몬스가구,165000024,상행
프라임,165000643,상행
이영화학,165000644,상행
삼진금속,165000040,상행
후지테크,165000051,상행
한국산업단지공단,165000060,상행
순복음교회,165000181,상행
남인천여자중학교,165000190,상행
연성교회,163000278,상행
삼영아파트,163000280,상행
제물포여자중학교,163000288,상행
인고체육관,163000305,상행
인고앞,163000318,상행
석바위시장,163000381,상행
인천가정법원.인천지방법원등기국,163000405,상행
신동아아파트,165000381,상행
신원아침도시오피스텔(홈플러스),165000836,상행
수출산업단지6공단입구,166000010,상행
한남시티플라자,166000253,상행
부평시장,166000290,상행
부흥오거리(소망병원),166000374,상행
나누리병원,166000784,상행
더필립요양병원,166000461,상행
굴포천역(신복사거리),166000485,상행
굴포천역(부평농협),166000508,상행
신트리공원,166000501,상행
부평구청,166000484,상행
부평경찰서,166000468,상행
금호아파트,166000845,상행
쉐보레인천서비스,166000433,상행
청천하우스디아파트,166000477,상행
청천푸르지오아파트,166000894,상행
세월천사거리,166000489,상행
청천치안센터,166000537,상행
영진아파트,166000551,상행
청천푸르지오아파트,166000811,상행
청천푸르지오아파트,166000515,하행
청천하우스디아파트,166000475,하행
금호아파트,166000795,하행
부평경찰서,166000794,하행
부평구청,166000482,하행
신트리공원,166000496,하행
굴포천역(부평농협),166000507,하행
굴포천역(신복사거리),166000498,하행
영창한의원,166000452,하행
나누리병원,166000398,하행
부흥오거리(소망병원),166000375,하행
부평시장,166000283,하행
부평역(로터스프라자),166000246,하행
수출산업단지6공단입구,166000009,하행
신동아아파트,165000382,하행
인천가정법원.인천지방법원등기국,163000409,하행
석바위시장,163000382,하행
인고앞,163000338,하행
인고체육관(동양장사거리),163000309,하행
삼영아파트,163000279,하행
남인천여자중학교,165000191,하행
순복음교회,163000253,하행
한국산업단지공단,165000067,하행
후지테크,165000052,하행
서울경금속,165000039,하행
영림산업,165000028,하행
영림임업,165000026,하행
에몬스가구,165000023,하행
성강지식산업센터,165000837,하행
해안도로신항만교,165000002,하행
장인가구,165000706,하행
덕창기계,165000723,하행
유수지길,165000004,하행
금강다이아몬드,165000008,하행
유수지,165000011,하행
풍림2차아파트,164000050,하행
아주아파트,164000047,상행
한양2차아파트37동,164000058,상행
동춘마을아파트,164000082,상행
여성의광장,164000085,상행
복지회관,164000080,상행
송도파크자이아파트정문,164000679,상행
새봄초등학교,164000681,상행
송도파크자이,164000629,상행
송도라마다호텔앞,164000067,상행
송도유원지(도로교통공단),164000088,상행
옥련동성당,164000330,상행
우성아파트,164000357,상행
축현초등학교.인천시립박물관,164000151,상행
호불사입구,164000182,상행
옥련중학교,164000470,상행
쌍용아파트,164000184,상행
현대4차아파트,164000158,상행
옥련초등학교,164000146,상행
원흥아파트,164000336,상행
현대3차아파트,164000168,상행
송도고입구,164000215,상행
송학둥지아파트,164000585,상행
옥련고개,164000212,상행
송도역,164000213,상행
옥련1동행정복지센터,164000217,상행
송도재래시장,164000220,상행
송도영남아파트,164000224,상행
청학아파트,164000236,상행
청학동.한국전력남인천지사,164000230,상행
성호아파트,164000204,상행
용담마을,164000191,상행
동남스포피아,164000226,상행
문남마을,164000250,상행
연수1동행정복지센터,164000248,상행
문남초등학교,164000216,상행
연수역,164000507,상행
영남아파트,164000203,상행
연수중학교,164000196,상행
연수2차아파트,164000195,상행
대우아파트,164000208,상행
경남아파트,164000281,상행
선학사거리,164000295,상행
선학체육관(하키경기장),164000308,상행
문학경기장(박태환수영장),164000310,상행
관교중학교,163000200,상행
동아아파트,163000248,상행
순복음교회앞,163000252,상행
순복음교회,163000253,상행
윤성아파트,164000307,하행
연수초등학교,164000290,하행
대우아파트,164000206,하행
연수중학교,164000194,하행
영남아파트,164000205,하행
연수역,164000506,하행
문남초등학교,164000214,하행
연수1동행정복지센터,164000251,하행
용담마을,164000192,하행
시대아파트,164000340,하행
청학동.한국전력남인천지사,164000239,하행
청학아파트,164000341,하행
송도영남아파트,164000225,하행
옥련치안센터,164000223,하행
송도역,164000505,하행
옥련고개,164000219,하행
송학둥지아파트,164000584,하행
현대3차아파트,164000342,하행
삼성아파트.남인천농협,164000125,하행
우성아파트,164000143,하행
한국아파트,164000154,하행
쌍용아파트,164000178,하행
쌍용아파트,164000469,하행
호불사입구,164000180,하행
축현초등학교.인천시립박물관,164000152,하행
우성2차아파트(옥련동),164000356,하행
백산아파트,164000328,하행
송도유원지(도로교통공단),164000081,하행
송도라마다호텔앞,164000065,하행
새봄초등학교,164000680,하행
송도동일하이빌파크포레아파트,164000682,하행
복지회관,164000079,하행
여성의광장,164000084,하행
태평아파트,164000083,하행
아주아파트,164000051,하행
캠퍼스타운역(3번출구),164000719,상행
해돋이도서관,164000731,상행
해돋이공원,164000720,상행
더샵그린애비뉴,164000486,상행
엑스포빌리지9단지,164000482,상행
엑스포빌리지10단지,164000460,상행
송도2동행정복지센터,164000492,상행
새봄초등학교,164000680,상행
송도동일하이빌파크포레아파트,164000682,상행
복지회관,164000079,상행
여성의광장,164000084,상행
태평아파트,164000083,상행
롯데슈퍼,164000072,상행
대우삼환아파트,164000591,상행
동춘역(이마트.스퀘어원),164000070,상행
우성1차아파트,164000094,상행
연수경찰서,164000111,상행
문학경기장(박태환수영장),164000423,상행
인명여자고등학교,163000205,상행
중앙공원사거리,165000189,상행
